shot_end_x,shot_end_y,shot_speed,shot_distance,gk_x,gk_y,gk_dive_distance,ball_travel_time,gk_reach_time,reaction_time,dist_from_center,dist_from_left_post,dist_from_right_post,dist_from_crossbar,dist_from_ground,zone,psxg,is_goal
1.683,0.297,94.3,9.0,3.724,0.0,2.062,0.3597,0.3227,0.08,2.182,1.683,5.637,2.143,0.297,LOW_L,0.755,1
6.612,0.05,70.1,5.5,2.831,0.0,3.781,0.2998,0.8335,0.1925,3.175,6.612,0.708,2.39,0.05,LOW_R,0.99,1
2.97,0.739,95.6,5.6,4.15,0.0,1.392,0.2201,0.1075,0.1456,0.842,2.97,4.35,1.701,0.739,LOW_C,0.65,0
2.242,1.501,103.4,40.0,2.618,0.3,1.259,1.4657,0.05,0.1312,1.446,2.242,5.078,0.939,1.501,MID_L,0.05,0
4.351,0.598,77.7,14.6,3.721,0.0,0.869,0.7109,0.05,0.1929,0.93,4.351,2.969,1.842,0.598,LOW_C,0.05,0
4.631,1.183,63.6,6.5,3.717,0.0,1.495,0.3859,0.0409,0.2166,0.971,4.631,2.689,1.257,1.183,MID_C,0.2,0
4.574,1.19,94.0,6.1,4.363,0.3,0.915,0.2442,0.05,0.1402,0.915,4.574,2.746,1.25,1.19,MID_C,0.2,0
3.458,0.611,89.1,14.4,3.348,0.3,0.33,0.6118,0.05,0.1219,0.641,3.458,3.862,1.829,0.611,LOW_C,0.05,0
0.703,0.09,68.1,10.6,4.816,0.3,4.119,0.5883,0.9249,0.189,3.166,0.703,6.617,2.35,0.09,LOW_L,0.99,1
5.727,1.215,87.7,15.9,3.516,0.0,2.524,0.6857,0.3654,0.2111,2.067,5.727,1.593,1.225,1.215,MID_R,0.2,0
1.567,0.595,79.2,5.3,4.085,0.0,2.588,0.2551,0.4422,0.1503,2.185,1.567,5.753,1.845,0.595,LOW_L,0.98,1
4.856,0.55,46.2,26.7,3.744,0.0,1.241,2.185,0.0905,0.08,1.37,4.856,2.464,1.89,0.55,LOW_C,0.05,0
0.768,0.23,60.1,14.4,3.578,0.0,2.82,0.9046,0.5151,0.091,3.057,0.768,6.552,2.21,0.23,LOW_L,0.525,0
6.146,1.424,95.3,8.2,3.892,0.3,2.519,0.3266,0.376,0.1647,2.494,6.146,1.174,1.016,1.424,MID_R,0.985,0
6.047,1.467,112.1,30.5,4.601,0.3,1.858,1.0298,0.1739,0.2479,2.4,6.047,1.273,0.973,1.467,MID_R,0.2875,0
1.01,2.168,68.3,10.2,4.898,0.0,4.452,0.5677,0.7847,0.1663,2.815,1.01,6.31,0.272,2.168,TOP_L,0.99,1
5.615,0.686,114.6,40.0,3.08,0.3,2.564,1.3224,0.4462,0.1514,2.026,5.615,1.705,1.754,0.686,LOW_R,0.05,0
1.884,0.637,53.6,15.3,5.876,0.3,4.006,1.0831,0.8105,0.2097,1.869,1.884,5.436,1.803,0.637,LOW_L,0.2,0
1.298,1.082,54.9,5.0,2.459,0.0,1.587,0.3475,0.1027,0.1982,2.366,1.298,6.022,1.358,1.082,MID_L,0.55,1
0.83,0.339,70.7,20.4,3.427,0.3,2.597,1.0937,0.4617,0.1014,2.964,0.83,6.49,2.101,0.339,LOW_L,0.525,0
4.992,1.723,116.4,7.7,4.629,0.0,1.761,0.2503,0.05,0.08,1.424,4.992,2.328,0.717,1.723,TOP_R,0.2,0
3.877,1.087,93.2,20.4,3.168,0.0,1.298,0.8297,0.05,0.2555,0.254,3.877,3.443,1.353,1.087,MID_C,0.05,0
4.602,1.234,61.3,27.1,3.764,0.0,1.492,1.677,0.0219,0.08,0.942,4.602,2.718,1.206,1.234,MID_C,0.05,0
6.869,1.943,123.3,9.7,3.573,0.0,3.826,0.2967,0.6366,0.1539,3.289,6.869,0.451,0.497,1.943,TOP_R,0.985,1
1.514,0.649,99.7,29.2,4.509,0.0,3.065,1.1103,0.5614,0.1407,2.221,1.514,5.806,1.791,0.649,LOW_L,0.05,0
6.106,1.253,63.4,22.9,3.861,0.0,2.571,1.3689,0.3736,0.1153,2.446,6.106,1.214,1.187,1.253,MID_R,0.2875,0
6.577,0.126,72.9,23.3,4.39,0.3,2.194,1.2136,0.3951,0.2298,3.115,6.577,0.743,2.314,0.126,LOW_R,0.525,1
5.305,1.563,44.2,27.2,3.241,0.0,2.589,2.3299,0.3284,0.142,1.68,5.305,2.015,0.877,1.563,MID_R,0.05,0
6.387,0.625,57.7,15.0,3.249,0.0,3.2,0.9832,0.5971,0.1705,2.791,6.387,0.933,1.815,0.625,LOW_R,0.2875,1
1.553,1.099,77.0,17.4,3.324,0.0,2.084,0.8559,0.2553,0.15,2.11,1.553,5.767,1.341,1.099,MID_L,0.05,0
6.181,1.635,60.0,28.5,4.052,0.0,2.685,1.7989,0.3447,0.0837,2.555,6.181,1.139,0.805,1.635,TOP_R,0.2875,0
4.665,1.784,100.4,6.6,3.821,0.3,1.707,0.2496,0.0235,0.1569,1.153,4.665,2.655,0.656,1.784,TOP_C,0.2,0
1.296,0.561,43.7,6.4,2.261,0.3,0.999,0.5566,0.0536,0.156,2.454,1.296,6.024,1.879,0.561,LOW_L,0.2875,0
5.926,1.041,48.1,33.4,4.834,0.0,1.509,2.6284,0.0855,0.2206,2.273,5.926,1.394,1.399,1.041,MID_R,0.2875,0
1.169,1.219,55.2,5.2,4.119,0.0,3.191,0.3576,0.5498,0.1796,2.491,1.169,6.151,1.221,1.219,MID_L,0.985,1
0.992,1.366,109.2,18.1,4.866,0.0,4.108,0.6266,0.7811,0.176,2.672,0.992,6.328,1.074,1.366,MID_L,0.985,1
5.992,0.439,68.3,32.6,4.052,0.3,1.946,1.8058,0.2977,0.1575,2.459,5.992,1.328,2.001,0.439,LOW_R,0.2875,1
3.842,1.015,96.3,17.4,4.239,0.0,1.09,0.6855,0.05,0.1831,0.274,3.842,3.478,1.425,1.015,MID_C,0.05,0
2.621,0.724,83.6,40.0,4.19,0.0,1.728,1.8121,0.2048,0.153,1.152,2.621,4.699,1.716,0.724,LOW_C,0.05,0
2.469,1.769,76.7,19.1,3.204,0.5,1.466,0.9421,0.05,0.08,1.311,2.469,4.851,0.671,1.769,TOP_C,0.05,0
5.388,0.735,77.2,24.7,5.423,0.0,0.736,1.2136,0.05,0.08,1.795,5.388,1.932,1.705,0.735,LOW_R,0.05,0
6.001,1.344,55.1,11.0,3.841,0.3,2.399,0.7546,0.3526,0.1485,2.344,6.001,1.319,1.096,1.344,MID_R,0.2875,0
3.825,0.535,97.8,35.2,3.26,0.0,0.778,1.3648,0.05,0.1214,0.705,3.825,3.495,1.905,0.535,LOW_C,0.05,0
5.293,0.403,85.5,22.8,3.475,0.0,1.862,1.0105,0.267,0.2243,1.826,5.293,2.027,2.037,0.403,LOW_R,0.05,0
3.395,1.184,103.4,23.4,4.362,0.3,1.31,0.8578,0.0541,0.08,0.267,3.395,3.925,1.256,1.184,MID_C,0.05,0
0.435,0.353,74.8,18.0,3.184,0.0,2.771,0.9135,0.4996,0.1872,3.339,0.435,6.885,2.087,0.353,LOW_L,0.525,0
0.728,2.39,52.5,5.4,3.406,0.0,3.59,0.3893,0.4821,0.1164,3.157,0.728,6.592,0.05,2.39,TOP_L,0.99,0
2.327,0.378,75.1,8.0,2.886,0.0,0.674,0.4032,0.05,0.1607,1.577,2.327,4.993,2.062,0.378,LOW_L,0.335,1
4.257,1.065,73.1,13.7,3.284,0.0,1.443,0.7115,0.0558,0.1979,0.617,4.257,3.063,1.375,1.065,MID_C,0.05,0
5.353,0.757,60.5,15.7,3.75,0.0,1.773,0.9856,0.2134,0.1317,1.755,5.353,1.967,1.683,0.757,LOW_R,0.05,0
0.755,0.278,63.3,26.0,2.983,0.3,2.228,1.5594,0.3694,0.2107,3.054,0.755,6.565,2.162,0.278,LOW_L,0.525,1
6.544,0.284,60.5,5.7,1.681,0.5,4.867,0.3553,1.0281,0.0956,3.032,6.544,0.776,2.156,0.284,LOW_R,0.99,1
0.22,0.181,87.3,17.3,4.577,0.3,4.359,0.7503,0.992,0.1259,3.593,0.22,7.1,2.259,0.181,LOW_L,0.99,1
1.224,0.432,109.0,15.7,4.774,0.3,3.553,0.5463,0.7001,0.2401,2.56,1.224,6.096,2.008,0.432,LOW_L,0.985,1
4.12,1.341,55.8,8.7,2.617,0.3,1.828,0.5904,0.1882,0.1896,0.475,4.12,3.2,1.099,1.341,MID_C,0.05,0
0.777,0.909,70.8,5.4,4.371,0.0,3.708,0.2877,0.7111,0.1821,2.9,0.777,6.543,1.531,0.909,MID_L,0.985,1
0.354,2.214,130.0,13.2,2.566,0.3,2.925,0.3856,0.3655,0.1306,3.452,0.354,6.966,0.226,2.214,TOP_L,0.968,1
6.81,0.235,95.4,19.7,6.161,0.0,0.69,0.7822,0.1059,0.08,3.3,6.81,0.51,2.205,0.235,LOW_R,0.525,1
6.491,0.349,88.9,6.7,2.968,0.3,3.523,0.2855,0.6932,0.0994,2.962,6.491,0.829,2.091,0.349,LOW_R,0.99,1
5.836,1.051,71.1,5.2,3.379,0.0,2.672,0.2794,0.4267,0.1838,2.183,5.836,1.484,1.389,1.051,MID_R,0.985,1
3.495,0.141,81.0,6.1,4.588,0.0,1.102,0.2832,0.1579,0.092,1.091,3.495,3.825,2.299,0.141,LOW_C,0.58,1
5.745,1.79,60.4,16.0,4.287,0.5,1.947,1.0061,0.1771,0.1486,2.162,5.745,1.575,0.65,1.79,TOP_R,0.05,0
6.413,2.042,87.6,19.6,2.262,0.0,4.626,0.8492,0.8502,0.1035,2.873,6.413,0.907,0.398,2.042,TOP_R,0.968,1
6.301,2.055,97.3,7.3,2.827,0.5,3.806,0.283,0.6809,0.2383,2.77,6.301,1.019,0.385,2.055,TOP_R,0.99,1
6.269,2.39,103.1,9.5,4.469,0.3,2.759,0.3493,0.2626,0.08,2.859,6.269,1.051,0.05,2.39,TOP_R,0.76,1
0.094,0.586,43.9,38.0,4.611,0.0,4.554,3.2803,0.9416,0.1861,3.621,0.094,7.226,1.854,0.586,LOW_L,0.2875,0
2.587,1.388,63.8,21.3,4.0,0.0,1.981,1.2644,0.1659,0.1339,1.086,2.587,4.733,1.052,1.388,MID_C,0.05,0
0.276,1.349,117.6,18.3,2.379,0.3,2.35,0.5904,0.3383,0.203,3.386,0.276,7.044,1.091,1.349,MID_L,0.55,1
0.216,0.869,59.1,6.0,3.398,0.0,3.299,0.3824,0.6081,0.1849,3.462,0.216,7.104,1.571,0.869,MID_L,0.985,1
6.12,1.236,101.0,16.5,4.047,0.3,2.275,0.6195,0.3308,0.1118,2.46,6.12,1.2,1.204,1.236,MID_R,0.2875,0
4.278,1.314,75.4,10.5,4.039,0.3,1.041,0.5286,0.05,0.1861,0.625,4.278,3.042,1.126,1.314,MID_C,0.05,0
6.719,0.554,78.8,11.5,3.512,0.0,3.255,0.554,0.6143,0.0854,3.131,6.719,0.601,1.886,0.554,LOW_R,0.94,1
1.756,1.397,54.9,22.3,5.012,0.0,3.542,1.5436,0.6263,0.0991,1.912,1.756,5.564,1.043,1.397,MID_L,0.05,0
6.844,2.237,74.0,14.7,4.507,0.0,3.235,0.7518,0.3967,0.1254,3.342,6.844,0.476,0.203,2.237,TOP_R,0.62,0
4.343,0.168,89.5,8.2,4.419,0.0,0.185,0.3457,0.05,0.1357,1.254,4.343,2.977,2.272,0.168,LOW_C,0.335,0
2.053,1.241,91.9,16.3,4.731,0.0,2.951,0.6729,0.4819,0.1778,1.607,2.053,5.267,1.199,1.241,MID_L,0.4,1
0.433,2.255,79.1,23.7,3.835,0.0,4.082,1.1351,0.6632,0.08,3.389,0.433,6.887,0.185,2.255,TOP_L,0.62,0
4.036,0.471,72.5,9.5,3.463,0.0,0.742,0.4953,0.05,0.1067,0.838,4.036,3.284,1.969,0.471,LOW_C,0.05,0
0.765,0.05,89.1,14.3,4.379,0.0,3.615,0.6098,0.7876,0.2028,3.123,0.765,6.555,2.39,0.05,LOW_L,0.99,1
4.319,2.332,47.6,9.9,4.072,0.0,2.345,0.791,0.05,0.1264,1.292,4.319,3.001,0.108,2.332,TOP_C,0.43,0
0.286,2.357,97.6,11.3,3.185,0.3,3.555,0.4387,0.5373,0.1682,3.56,0.286,7.034,0.083,2.357,TOP_L,0.99,1
3.39,1.975,92.2,9.0,3.287,0.0,1.978,0.3712,0.05,0.1319,0.802,3.39,3.93,0.465,1.975,TOP_C,0.05,0
7.006,2.39,110.4,7.7,4.359,0.5,3.253,0.2653,0.4744,0.08,3.545,7.006,0.314,0.05,2.39,TOP_R,0.99,1
6.637,2.102,67.5,20.7,3.797,0.3,3.363,1.161,0.5225,0.08,3.105,6.637,0.683,0.338,2.102,TOP_R,0.62,1
4.982,0.896,71.9,24.6,4.105,0.0,1.253,1.2961,0.0317,0.2257,1.361,4.982,2.338,1.544,0.896,MID_R,0.05,0
4.561,1.374,79.1,16.6,3.022,0.3,1.877,0.7965,0.1973,0.1575,0.914,4.561,2.759,1.066,1.374,MID_C,0.05,0
5.554,1.457,94.1,31.4,5.294,0.0,1.48,1.2648,0.05,0.2055,1.909,5.554,1.766,0.983,1.457,MID_R,0.05,0
5.067,1.177,84.4,14.8,4.388,0.0,1.358,0.6641,0.05,0.08,1.407,5.067,2.253,1.263,1.177,MID_R,0.05,0
4.576,0.454,123.9,17.1,2.928,0.0,1.709,0.5242,0.2245,0.1052,1.194,4.576,2.744,1.986,0.454,LOW_C,0.05,0
5.726,1.654,121.7,21.5,4.283,0.0,2.195,0.6707,0.1733,0.08,2.111,5.726,1.594,0.786,1.654,TOP_R,0.05,0
3.349,1.267,103.9,23.4,2.353,0.0,1.612,0.8527,0.0615,0.1339,0.315,3.349,3.971,1.173,1.267,MID_C,0.05,0
3.941,0.77,114.6,9.3,3.007,0.0,1.21,0.3092,0.0459,0.1405,0.53,3.941,3.379,1.67,0.77,LOW_C,0.2,1
5.798,1.667,60.0,26.8,4.776,0.3,1.707,1.6901,0.0679,0.251,2.184,5.798,1.522,0.773,1.667,TOP_R,0.05,0
2.308,1.4,96.9,15.1,2.689,0.3,1.164,0.5912,0.05,0.2195,1.364,2.308,5.012,1.04,1.4,MID_L,0.05,0
0.596,1.313,83.9,5.7,5.111,0.3,4.628,0.2557,0.9414,0.1247,3.066,0.596,6.724,1.127,1.313,MID_L,0.985,1
0.863,1.978,116.0,21.5,2.937,0.3,2.668,0.7036,0.331,0.084,2.898,0.863,6.457,0.462,1.978,TOP_L,0.2875,0
7.27,2.231,105.6,26.9,2.922,0.0,4.887,0.9632,0.8995,0.3031,3.749,7.27,0.05,0.209,2.231,TOP_R,0.99,1
5.923,0.85,68.0,5.8,4.539,0.0,1.624,0.3246,0.1584,0.0806,2.293,5.923,1.397,1.59,0.85,MID_R,0.4,0
6.202,1.315,67.0,24.5,4.002,0.5,2.346,1.3851,0.3625,0.191,2.544,6.202,1.118,1.125,1.315,MID_R,0.2875,0
6.433,0.05,82.3,9.4,4.149,0.0,2.284,0.4321,0.4218,0.0903,3.01,6.433,0.887,2.39,0.05,LOW_R,0.925,1
6.615,0.05,91.3,9.7,2.925,0.0,3.69,0.4042,0.8084,0.1119,3.178,6.615,0.705,2.39,0.05,LOW_R,0.99,1
3.205,1.199,74.7,9.3,2.74,0.0,1.286,0.473,0.05,0.1618,0.456,3.205,4.115,1.241,1.199,MID_C,0.05,0
0.228,0.268,125.4,11.0,2.806,0.0,2.592,0.3339,0.4569,0.1992,3.562,0.228,7.092,2.172,0.268,LOW_L,0.99,1
6.109,1.184,87.2,40.0,3.881,0.3,2.397,1.7375,0.3696,0.1476,2.449,6.109,1.211,1.256,1.184,MID_R,0.2875,0
4.977,1.545,65.3,24.3,4.113,0.0,1.77,1.4094,0.0285,0.1146,1.356,4.977,2.343,0.895,1.545,MID_R,0.05,0
3.712,1.807,103.8,11.2,3.97,0.5,1.332,0.4084,0.05,0.1061,0.589,3.712,3.608,0.633,1.807,TOP_C,0.05,0
4.814,1.14,72.8,11.3,3.998,0.0,1.402,0.5862,0.0165,0.1914,1.157,4.814,2.506,1.3,1.14,MID_C,0.05,0
3.294,1.443,80.2,40.0,4.253,0.0,1.733,1.8905,0.0521,0.274,0.429,3.294,4.026,0.997,1.443,MID_C,0.05,0
6.381,1.81,68.3,10.7,3.106,0.0,3.741,0.592,0.6312,0.1062,2.784,6.381,0.939,0.63,1.81,TOP_R,0.94,1
0.37,0.153,92.6,22.2,1.817,0.0,1.455,0.9064,0.1917,0.247,3.458,0.37,6.95,2.287,0.153,LOW_L,0.525,0
1.979,1.703,71.3,5.4,2.996,0.0,1.984,0.2853,0.0668,0.0945,1.749,1.979,5.341,0.737,1.703,TOP_L,0.2,0
1.683,0.545,67.2,9.9,3.983,0.0,2.363,0.5588,0.3874,0.1612,2.089,1.683,5.637,1.895,0.545,LOW_L,0.4,0
0.77,0.193,97.9,8.2,4.092,0.5,3.336,0.3192,0.7074,0.2424,3.067,0.77,6.55,2.247,0.193,LOW_L,0.99,1
6.428,0.272,58.3,9.8,3.147,0.0,3.292,0.6403,0.6328,0.2104,2.926,6.428,0.892,2.168,0.272,LOW_R,0.99,1
7.27,0.366,80.3,9.0,4.75,0.3,2.521,0.4231,0.4425,0.2019,3.71,7.27,0.05,2.074,0.366,LOW_R,0.99,1
6.33,0.773,55.2,40.0,3.98,0.5,2.366,2.7483,0.4001,0.1261,2.707,6.33,0.99,1.667,0.773,LOW_R,0.2875,1
3.143,0.472,62.4,34.3,2.521,0.0,0.781,2.0852,0.05,0.1927,0.909,3.143,4.177,1.968,0.472,LOW_C,0.05,0
5.74,1.128,101.7,28.3,3.112,0.0,2.86,1.0531,0.4696,0.0978,2.082,5.74,1.58,1.312,1.128,MID_R,0.05,0
5.182,0.736,64.4,26.3,4.028,0.0,1.368,1.5485,0.101,0.1215,1.597,5.182,2.138,1.704,0.736,LOW_R,0.05,0
6.285,1.686,59.0,5.6,2.692,0.0,3.969,0.357,0.7108,0.1044,2.667,6.285,1.035,0.754,1.686,TOP_R,0.985,1
5.933,0.892,83.6,5.1,4.206,0.0,1.943,0.2326,0.2442,0.1753,2.297,5.933,1.387,1.548,0.892,MID_R,0.985,1
0.23,2.211,100.6,16.5,4.384,0.3,4.573,0.6223,0.851,0.1646,3.57,0.23,7.09,0.229,2.211,TOP_L,0.99,1
1.727,0.05,48.1,5.7,3.145,0.0,1.419,0.445,0.198,0.2444,2.26,1.727,5.593,2.39,0.05,LOW_L,0.58,1
5.984,1.222,56.1,7.1,3.979,0.0,2.348,0.4772,0.3137,0.1641,2.324,5.984,1.336,1.218,1.222,MID_R,0.7375,1
4.141,0.446,52.7,15.3,4.322,0.0,0.481,1.1014,0.05,0.1849,0.911,4.141,3.179,1.994,0.446,LOW_C,0.05,1
3.49,0.545,93.6,8.4,3.801,0.3,0.396,0.3421,0.05,0.1769,0.696,3.49,3.83,1.895,0.545,LOW_C,0.2,0
6.646,0.353,105.9,18.0,3.608,0.0,3.059,0.6442,0.5721,0.1185,3.109,6.646,0.674,2.087,0.353,LOW_R,0.825,0
1.786,1.828,72.1,11.4,2.836,0.3,1.853,0.5989,0.0748,0.1417,1.97,1.786,5.534,0.612,1.828,TOP_L,0.05,0
6.482,0.32,82.9,6.2,2.974,0.3,3.509,0.2839,0.6897,0.0943,2.962,6.482,0.838,2.12,0.32,LOW_R,0.99,1
0.738,1.851,110.9,11.7,3.693,0.3,3.337,0.4002,0.5513,0.1617,2.989,0.738,6.582,0.589,1.851,TOP_L,0.985,1
3.362,0.05,103.8,8.5,3.522,0.0,0.168,0.3092,0.05,0.2109,1.207,3.362,3.958,2.39,0.05,LOW_C,0.58,1
2.251,1.113,86.5,8.2,4.357,0.0,2.383,0.3592,0.3392,0.1381,1.413,2.251,5.069,1.327,1.113,MID_L,0.92,1
2.272,1.037,92.3,19.0,3.923,0.0,1.949,0.7791,0.2252,0.0924,1.4,2.272,5.048,1.403,1.037,MID_L,0.05,0
5.932,0.472,81.5,19.1,4.595,0.0,1.418,0.8862,0.1468,0.121,2.392,5.932,1.388,1.968,0.472,LOW_R,0.2875,1
3.39,0.928,77.7,8.9,3.314,0.3,0.633,0.4358,0.05,0.1487,0.397,3.39,3.93,1.512,0.928,MID_C,0.05,0
2.341,0.513,102.7,5.1,1.926,0.0,0.66,0.1873,0.05,0.2282,1.497,2.341,4.979,1.927,0.513,LOW_L,0.85,1
1.747,0.95,90.2,24.7,2.815,0.3,1.251,1.0361,0.0795,0.1144,1.932,1.747,5.573,1.49,0.95,MID_L,0.05,0
0.635,1.429,87.1,29.5,2.44,0.3,2.129,1.2848,0.2639,0.2469,3.032,0.635,6.685,1.011,1.429,MID_L,0.2875,0
0.738,2.252,82.1,6.9,2.811,0.0,3.061,0.3201,0.3309,0.0827,3.099,0.738,6.582,0.188,2.252,TOP_L,0.94,1
1.232,1.955,62.4,6.6,2.591,0.0,2.381,0.3988,0.1523,0.164,2.537,1.232,6.088,0.485,1.955,TOP_L,0.4,1
6.037,0.448,92.4,10.4,3.0,0.0,3.07,0.4253,0.5717,0.1947,2.499,6.037,1.283,1.992,0.448,LOW_R,0.985,1
7.154,1.937,103.4,9.1,4.025,0.0,3.68,0.3334,0.5947,0.08,3.566,7.154,0.166,0.503,1.937,TOP_R,0.985,1
4.692,0.939,75.4,8.9,4.246,0.0,1.04,0.4487,0.05,0.2715,1.069,4.692,2.628,1.501,0.939,MID_C,0.2,0
0.832,0.155,84.0,9.7,3.843,0.3,3.014,0.4378,0.6216,0.2312,3.022,0.832,6.488,2.285,0.155,LOW_L,0.99,1
6.37,1.342,74.4,18.0,2.722,0.3,3.794,0.9155,0.7246,0.1883,2.713,6.37,0.95,1.098,1.342,MID_R,0.55,1
4.101,0.259,87.0,27.1,4.276,0.0,0.313,1.1829,0.05,0.2097,1.057,4.101,3.219,2.181,0.259,LOW_C,0.335,0
4.765,0.748,105.1,15.8,4.272,0.3,0.666,0.5684,0.05,0.08,1.202,4.765,2.555,1.692,0.748,LOW_C,0.05,0
3.82,0.921,123.8,40.0,4.314,0.3,0.793,1.2243,0.05,0.1687,0.339,3.82,3.5,1.519,0.921,MID_C,0.05,0
2.161,0.559,89.3,17.1,3.372,0.3,1.239,0.7236,0.1153,0.1523,1.638,2.161,5.159,1.881,0.559,LOW_L,0.05,0
1.621,0.879,114.2,9.6,0.916,0.3,0.913,0.3186,0.05,0.0995,2.067,1.621,5.699,1.561,0.879,MID_L,0.05,0
0.228,0.05,48.9,14.3,3.982,0.0,3.754,1.1094,0.8261,0.2883,3.626,0.228,7.092,2.39,0.05,LOW_L,0.825,1
1.993,0.643,50.0,7.3,3.296,0.5,1.311,0.5562,0.1383,0.2034,1.764,1.993,5.327,1.797,0.643,LOW_L,0.05,0
1.555,0.869,55.0,13.1,3.768,0.3,2.285,0.899,0.3657,0.2029,2.134,1.555,5.765,1.571,0.869,MID_L,0.05,0
3.887,0.404,71.8,40.0,4.958,0.0,1.144,2.1123,0.0802,0.2062,0.847,3.887,3.433,2.036,0.404,LOW_C,0.05,0
1.938,0.819,58.3,40.0,3.454,0.0,1.723,2.5986,0.1916,0.1009,1.768,1.938,5.382,1.621,0.819,MID_L,0.05,0
0.592,0.388,54.4,37.4,3.447,0.0,2.882,2.6019,0.5264,0.2287,3.179,0.592,6.728,2.052,0.388,LOW_L,0.525,0
0.05,0.369,105.3,10.4,3.034,0.0,3.007,0.376,0.5585,0.2582,3.709,0.05,7.27,2.071,0.369,LOW_L,0.99,1
2.536,1.11,121.3,18.5,3.698,0.0,1.607,0.579,0.103,0.2217,1.129,2.536,4.784,1.33,1.11,MID_C,0.05,0
1.65,0.703,73.3,13.5,3.891,0.5,2.25,0.6955,0.3728,0.101,2.076,1.65,5.67,1.737,0.703,LOW_L,0.05,0
1.685,0.985,67.1,12.3,4.709,0.0,3.18,0.6967,0.5684,0.2291,1.989,1.685,5.635,1.455,0.985,MID_L,0.92,1
6.287,2.39,69.6,11.2,3.042,0.0,4.03,0.6078,0.6236,0.1319,2.875,6.287,1.033,0.05,2.39,TOP_R,0.968,1
6.212,2.035,48.2,14.1,3.015,0.3,3.637,1.1064,0.6117,0.1365,2.679,6.212,1.108,0.405,2.035,TOP_R,0.62,0
1.326,1.986,43.9,38.7,4.04,0.3,3.195,3.3375,0.491,0.2245,2.456,1.326,5.994,0.454,1.986,TOP_L,0.2875,0
4.25,1.342,80.6,5.5,3.164,0.0,1.726,0.2583,0.0839,0.1841,0.602,4.25,3.07,1.098,1.342,MID_C,0.65,0
1.576,1.264,87.8,29.8,2.108,0.3,1.101,1.2879,0.05,0.1935,2.085,1.576,5.744,1.176,1.264,MID_L,0.05,0
0.518,0.461,68.9,25.6,3.422,0.3,2.908,1.408,0.5385,0.2071,3.232,0.518,6.802,1.979,0.461,LOW_L,0.2875,0
2.989,1.745,80.7,11.4,3.635,0.3,1.583,0.5358,0.05,0.1788,0.852,2.989,4.331,0.695,1.745,TOP_C,0.05,0
1.76,1.214,101.3,14.4,3.066,0.0,1.782,0.5384,0.1388,0.107,1.9,1.76,5.56,1.226,1.214,MID_L,0.05,0
6.308,0.05,95.5,26.9,3.696,0.0,2.612,1.0681,0.512,0.0914,2.895,6.308,1.012,2.39,0.05,LOW_R,0.335,0
5.431,0.601,40.0,9.8,4.877,0.0,0.817,0.9296,0.05,0.1857,1.877,5.431,1.889,1.839,0.601,LOW_R,0.05,0
3.565,1.471,86.2,5.7,4.266,0.0,1.629,0.2521,0.05,0.1961,0.268,3.565,3.755,0.969,1.471,MID_C,0.4,1
0.832,1.885,71.4,9.9,3.579,0.0,3.332,0.5257,0.4993,0.1555,2.905,0.832,6.488,0.555,1.885,TOP_L,0.94,1
6.124,0.357,54.7,16.5,4.083,0.0,2.073,1.1453,0.3229,0.0827,2.611,6.124,1.196,2.083,0.357,LOW_R,0.335,0
2.208,0.686,120.0,26.3,3.262,0.0,1.257,0.8306,0.0758,0.1661,1.547,2.208,5.112,1.754,0.686,LOW_L,0.05,0
3.587,1.732,66.2,15.4,3.99,0.3,1.488,0.879,0.05,0.1738,0.518,3.587,3.733,0.708,1.732,TOP_C,0.05,0
1.289,0.21,89.7,17.0,3.445,0.3,2.158,0.7194,0.3515,0.08,2.577,1.289,6.031,2.23,0.21,LOW_L,0.335,1
6.95,1.684,63.3,11.5,4.623,0.0,2.873,0.6885,0.3943,0.08,3.323,6.95,0.37,0.756,1.684,TOP_R,0.2875,0
1.178,1.358,75.5,9.8,3.451,0.3,2.507,0.4929,0.3806,0.153,2.486,1.178,6.142,1.082,1.358,MID_L,0.7375,1
4.976,0.734,59.3,13.7,2.195,0.3,2.814,0.8721,0.5077,0.1484,1.403,4.976,2.344,1.706,0.734,LOW_R,0.05,0
1.277,1.151,61.8,11.3,5.087,0.0,3.981,0.6913,0.7652,0.1615,2.384,1.277,6.043,1.289,1.151,MID_L,0.985,1
2.145,1.221,87.2,8.5,2.667,0.0,1.328,0.3713,0.05,0.1257,1.515,2.145,5.175,1.219,1.221,MID_L,0.05,0
0.566,1.931,95.6,7.9,2.505,0.0,2.737,0.3128,0.2972,0.2168,3.174,0.566,6.754,0.509,1.931,TOP_L,0.985,1
0.147,0.375,104.5,12.4,4.903,0.3,4.756,0.4484,1.0014,0.1877,3.613,0.147,7.173,2.065,0.375,LOW_L,0.99,0
4.439,0.782,57.7,8.6,3.519,0.0,1.207,0.5617,0.0425,0.15,0.894,4.439,2.881,1.658,0.782,LOW_C,0.05,0
7.123,0.303,90.4,37.2,4.746,0.0,2.396,1.5601,0.4067,0.174,3.582,7.123,0.197,2.137,0.303,LOW_R,0.525,1
3.454,0.897,74.3,17.0,3.938,0.3,0.769,0.8674,0.05,0.1313,0.383,3.454,3.866,1.543,0.897,MID_C,0.05,0
3.119,1.493,95.4,25.9,3.115,0.3,1.193,1.0304,0.05,0.2026,0.606,3.119,4.201,0.947,1.493,MID_C,0.05,0
